GeneSymbol	CellType	Allen.Average.donor.correlation.to.median	Allen.vs.Brainspan.correlation
TRPM3	Ependymal	0.718817204301075	0.70709334
TRPS1	Astrocyte	0.462085992754873	0.70441766
TRPT1	NA	0.607437036398137	0.60717989
TSC22D1	NA	0.531476769593468	0.71781395
TSC22D2	NA	0.458130282904951	0.79127611
TSEN34	NA	0.673223218906331	0.56056195
TSHZ1	NA	0.710291961359324	0.76364838
TSHZ3	NA	0.833309532217682	0.95904629
TSKU	NA	0.616826950721638	0.79681147
TSPAN1	NA	0.714055761600828	0.77690528
TSPAN12	NA	0.470004240699212	0.66058583
TSPAN14	NA	0.57121679316888	0.61810129
TSPAN18	Endothelial	0.721097837962164	0.70981105
TSPAN2	Oligodendrocyte	0.757258064516129	0.82059967
TSPAN3	NA	0.495496952446668	0.6589627
TSPAN33	NA	0.780483080328906	0.80544887
TSPAN4	NA	0.592791530101777	0.60217214
TSPAN6	Ependymal	0.687362716347536	0.64223902
TSPAN9	NA	0.668987910413432	0.56161587
TTBK2	NA	0.731546130182278	0.75280196
TTC1	NA	0.478276119832097	0.64760675
TTC18	Ependymal	0.612173681789431	0.65515114
TTC21B	NA	0.867732232189063	0.67593341
TTC28	NA	0.561176039330688	0.83585427
TTC29	NA	0.658328301995285	0.71463457
TTC31	NA	0.454340607210626	0.57361424
TTC39A	Interneuron	0.804224886435513	0.86303075
TTC39B	Interneuron	0.809325225691449	0.88394619
TTC39C	NA	0.824428943131505	0.82118065
TTLL1	NA	0.588676254959462	0.61915367
TTLL11	NA	0.509338522799149	0.62130432
TTR	Ependymal	0.762436389511816	0.52455328
TUBA1A	NA	0.546966814570967	0.60274815
TUBA8	NA	0.474256440112702	0.76220537
TUBB2A	NA	0.825890771953324	0.72366334
TUBB2B	NA	0.709176082456443	0.61734864
TUBD1	NA	0.705056135357369	0.60583416
TUBGCP4	NA	0.521432781323673	0.66224935
TYRO3	NA	0.647541113219481	0.53450463
TYRP1	NA	0.747284155597723	0.71602342
UBA3	NA	0.505966448162843	0.67004761
UBAP2	NA	0.463209778046116	0.60663462
UBASH3B	Interneuron	0.474455896728193	0.58352369
UBE2F	NA	0.488727646483814	0.60851974
UBE2Q2P1	NA	0.472559441665229	0.69986765
UBE3A	NA	0.478202087286528	0.58555693
UBL3	NA	0.63556724742683	0.64069476
UBP1	NA	0.474398395721925	0.658038
UBXN8	NA	0.616848154217699	0.68086451
UCHL1	NA	0.628438200793514	0.58972523
UCHL3	NA	0.798530130527284	0.63056546
UFC1	NA	0.639533019952849	0.72754199
UFM1	NA	0.533915890403082	0.62798787
UGP2	Astrocyte	0.598257719510091	0.55985681
UHMK1	NA	0.79751559714795	0.95977
UHRF1BP1L	CA1.Pyramidal	0.506218733827842	0.56518151
ULK3	NA	0.644555014087747	0.78755777
UMODL1	NA	0.534625832170183	0.64681038
UNC13B	CA1.Pyramidal	0.727153412684722	0.86602522
UNC5D	NA	0.645309714795009	0.74079927
UPP1	Ependymal	0.867387226151458	0.64355023
UPP2	NA	0.661202992927376	0.67349114
URM1	NA	0.446673566787419	0.59336916
UROS	NA	0.522513440860215	0.53165156
USH1C	NA	0.56210468058191	0.80950723
USH2A	NA	0.695116367661434	0.78501396
USP11	NA	0.447565191765856	0.76595842
USP13	Interneuron	0.694056192858375	0.76772931
USP14	NA	0.450899531366799	0.76132134
USP2	NA	0.628416637916164	0.66544851
USP31	NA	0.587824161922834	0.70343954
USP44	NA	0.589771289747571	0.55867191
USP46	CA1.Pyramidal	0.514577942613996	0.68229747
UXS1	NA	0.52422265827152	0.74531947
VAMP1	NA	0.935186303260307	0.94684601
VAMP2	NA	0.570322652521419	0.54879923
VASN	NA	0.457221767005923	0.53668792
VAT1	NA	0.593308320395607	0.77166443
VAT1L	NA	0.836646469438215	0.86946924
VAV1	Microglia	0.814812259214536	0.75028981
VAV3	NA	0.800429460640561	0.9654834
VBP1	NA	0.602674515554022	0.57750775
VEZT	NA	0.613365390144328	0.66883215
VIM	NA	0.561508467023173	0.56569529
VIPR2	NA	0.756177404979587	0.92514818
VOPP1	S1.Pyramidal	0.658034687482031	0.57750981
VSTM2A	Interneuron	0.772518472198263	0.87897866
VSTM2L	NA	0.790663274107297	0.86718401
VWA3A	Ependymal	0.676846860445058	0.63037217
VWA5A	NA	0.780973635788626	0.68125756
VWC2	Interneuron	0.743693936518889	0.88251785
WARS	NA	0.459778764878385	0.69539565
WDR44	NA	0.474948608475648	0.8231906
WDR45L	NA	0.449781496176183	0.71866293
WDR6	Interneuron	0.63096321373124	0.7379065
WDR63	NA	0.67131670116727	0.54231271
WDR66	NA	0.832932623195906	0.91496257
WDR86	NA	0.840876746593065	0.84730486
WDR90	NA	0.565807386004255	0.74931776
WFDC1	NA	0.842869515841527	0.76376667
WIF1	Interneuron	0.465726165832902	0.73117157
WIPI1	Oligodendrocyte	0.48176679029383	0.6377484
WNT10B	NA	0.785883862342591	0.74620965
WNT2	NA	0.553914021620378	0.88392506
WNT2B	NA	0.482325987579783	0.72394009
WNT3	Oligodendrocyte	0.723769478465873	0.57837787
WSB2	NA	0.573475863952619	0.65430164
WSCD1	NA	0.532361206946122	0.52284316
WSCD2	CA1.Pyramidal	0.55216275659824	0.65439764
WWC1	NA	0.523625725950204	0.73932857
XYLT1	NA	0.766977531481801	0.90364067
XYLT2	NA	0.516220315105514	0.88672814
YJEFN3	NA	0.723488082916451	0.54208119
YKT6	NA	0.574651400149503	0.52665149
YPEL1	CA1.Pyramidal	0.890837933413835	0.85979083
YPEL3	NA	0.503390043700765	0.6691045
YPEL4	NA	0.68258330458283	0.61484632
YWHAB	NA	0.588413906618366	0.52767476
YWHAH	NA	0.593234287850037	0.68442919
ZADH2	NA	0.806331220171353	0.73723869
ZBBX	NA	0.72249834684607	0.73862425
ZBED5	NA	0.492242395491921	0.69861677
ZBTB1	NA	0.781802369041458	0.89025184
ZBTB11	NA	0.459215973779541	0.6428758
ZBTB16	Interneuron	0.761915646023806	0.84759227
ZBTB34	NA	0.620595422919901	0.78138524
ZBTB7A	NA	0.566025530446783	0.77793137
ZC3H7B	NA	0.509067908688402	0.70666616
ZCCHC10	NA	0.546770599735495	0.65043014
ZCCHC12	NA	0.923118998332471	0.92822719
ZCCHC17	NA	0.778462279339888	0.83290196
ZCCHC8	NA	0.67214651256397	0.54340081
ZDHHC12	Oligodendrocyte	0.705383531711805	0.55603058
ZDHHC14	NA	0.541927218101317	0.60363536
ZDHHC17	NA	0.46577899488241	0.77597955
ZDHHC2	NA	0.71947523144155	0.71287893
ZDHHC22	NA	0.496579408889656	0.60504809
ZDHHC23	NA	0.60654109884423	0.8873486
ZDHHC3	NA	0.548151342648496	0.592209
ZFAND3	NA	0.518109223161405	0.55626921
ZFP36	NA	0.450701512276465	0.5228815
ZFP37	NA	0.481915574147548	0.73589482
ZFY	NA	0.461947990339831	0.53442065
ZFYVE19	NA	0.655832039560692	0.76246796
ZFYVE27	NA	0.565672258639526	0.69848416
ZFYVE9	NA	0.63844229774021	0.73666682
ZHX1	NA	0.467776076706342	0.57075439
ZIC1	NA	0.750857124374677	0.82112927
ZMAT4	NA	0.860981614053246	0.78819671
ZMPSTE24	Astrocyte	0.583173768040941	0.67548682
ZMYM4	NA	0.570933241331723	0.68490774
ZMYM5	NA	0.554610502558795	0.54750244
ZMYND10	Ependymal	0.651134926111207	0.68604549
ZMYND8	NA	0.570754628831005	0.56230774
ZNF136	NA	0.655927275602323	0.66634672
ZNF143	NA	0.553367043298258	0.59280861
ZNF193	NA	0.724052311540452	0.57911468
ZNF223	NA	0.452348556724743	0.71680101
ZNF232	NA	0.45908623713415	0.54031174
ZNF271	NA	0.495099836122132	0.73710296
ZNF273	NA	0.553344042895751	0.60496643
ZNF295	NA	0.770076116957047	0.74466734
ZNF323	NA	0.587320668736703	0.55671947
ZNF385A	Interneuron	0.693145880052901	0.61788395
ZNF385B	Interneuron	0.818979285262492	0.84160206
ZNF385D	NA	0.692764935886378	0.76508004
ZNF394	NA	0.58168449197861	0.58341209
ZNF423	NA	0.475568181818182	0.5400081
ZNF436	NA	0.725184003220056	0.73819806
ZNF449	NA	0.637230464033121	0.52298724
ZNF454	NA	0.474160125927204	0.56999191
ZNF502	NA	0.549249252486919	0.53150844
ZNF503	NA	0.618680280029901	0.67453761
ZNF507	NA	0.506830400782014	0.59409876
ZNF510	NA	0.494313150480133	0.61972371
ZNF544	NA	0.508459116784544	0.60682151
ZNF557	NA	0.627646483813467	0.78671473
ZNF57	NA	0.506211186820769	0.72221101
ZNF586	NA	0.470573760478953	0.55466241
ZNF620	NA	0.644939552067161	0.64573615
ZNF642	NA	0.759079049508366	0.75683559
ZNF655	NA	0.446496032430568	0.7876894
ZNF667	CA1.Pyramidal	0.563599706744868	0.60710806
ZNF673	NA	0.594646656316486	0.80905128
ZNF701	NA	0.500659824046921	0.64080044
ZNF786	Ependymal	0.517659277787361	0.6797689
ZNF792	NA	0.638796288310045	0.70597172
ZNF804B	NA	0.641031999309988	0.60496151
ZNF821	NA	0.517501868782704	0.75326189
ZNF830	NA	0.491192283364959	0.6233311
ZSCAN18	CA1.Pyramidal	0.65086431200046	0.6015529
ZYX	NA	0.865780791788856	0.88103446
ZZZ3	NA	0.493901299522742	0.77275399
